,log_dir,frame_per_second,episode_reward,policy_loss,entropy,value_loss,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,success_rate
0,/content/gdrive/MyDrive/cs269/MetaDrive-Tut-Easy-v0/ppo,439,2.299180011059524,-0.012979860617988146,2.787141746129745,0.018241309377555855,0.005261448320752839,0.9015570878982544,0.1823122799396515,0.9997651193386469,20000,92,0,45.55092978477478,0.0
1,/content/gdrive/MyDrive/cs269/MetaDrive-Tut-Easy-v0/ppo,446,3.134166268786905,-0.012186353659490123,2.728132623586899,0.04274259171544168,0.030556238010915247,1.1622798442840576,0.2157331258058548,0.9998978536098432,40000,194,1,89.51238369941711,0.0
2,/content/gdrive/MyDrive/cs269/MetaDrive-Tut-Easy-v0/ppo,458,4.769221374821738,-0.015901765003740694,2.6438130928919867,0.0635589667572043,0.04765720184458097,1.380859375,0.29456979036331177,1.0024223750218366,60000,296,2,130.88421964645386,0.0
3,/content/gdrive/MyDrive/cs269/MetaDrive-Tut-Easy-v0/ppo,453,6.17389064949778,-0.010372788824726087,2.5883414519138825,0.18004081932206947,0.1696680305077163,1.6322811841964722,0.34582746028900146,1.0000609980943875,80000,403,3,176.26135849952698,0.0
4,/content/gdrive/MyDrive/cs269/MetaDrive-Tut-Easy-v0/ppo,454,9.329340793436673,-0.015939478206340795,2.5139086270943665,0.16041682108472555,0.14447734114543823,1.867513656616211,0.5142045021057129,0.9999591306998179,100000,505,4,219.90979504585266,0.0
5,/content/gdrive/MyDrive/cs269/MetaDrive-Tut-Easy-v0/ppo,454,11.958402342015932,-0.011235300021675916,2.4398157501832034,0.3826806007287441,0.37144530014111066,2.2550201416015625,0.6238351464271545,0.9993372580943963,120000,611,5,264.2455132007599,0.0
6,/content/gdrive/MyDrive/cs269/MetaDrive-Tut-Easy-v0/ppo,453,11.242740665033057,-0.00500156089114264,2.3573662388019074,1.0498960432333824,1.0448944853666502,2.9897994995117188,0.5124942660331726,0.9991048458294991,140000,733,6,308.8649055957794,0.0
7,/content/gdrive/MyDrive/cs269/MetaDrive-Tut-Easy-v0/ppo,450,12.983014008207402,-0.005370325907670821,2.294845544374906,1.347781040194707,1.3424107083907495,5.145100116729736,0.6061428785324097,0.9997568760162745,160000,879,7,354.9866418838501,0.0
8,/content/gdrive/MyDrive/cs269/MetaDrive-Tut-Easy-v0/ppo,450,15.57911007762024,-0.005651831023323422,2.24074404331354,2.2016597620951823,2.19600794116656,7.279725074768066,0.7793861031532288,0.999421008122273,180000,1037,8,399.69480657577515,0.0
9,/content/gdrive/MyDrive/cs269/MetaDrive-Tut-Easy-v0/ppo,450,19.467576927384385,-0.007799223747450667,2.169079634470817,3.1562767869386916,3.1484775670063803,9.966564178466797,1.0086171627044678,0.9999931432497807,200000,1192,9,443.8336980342865,0.0
10,/content/gdrive/MyDrive/cs269/MetaDrive-Tut-Easy-v0/ppo,449,34.16004362501791,-0.006085112076909401,2.083550063921855,4.12808055021824,4.121995420333667,12.930068016052246,2.025928497314453,0.9985387231294925,220000,1324,10,489.8472943305969,0.0
11,/content/gdrive/MyDrive/cs269/MetaDrive-Tut-Easy-v0/ppo,447,33.72175192455574,-0.006285406261360129,2.0080425277734415,7.405748493243486,7.399463118650974,11.836358070373535,1.9680529832839966,0.9998039120282882,240000,1467,11,535.9020094871521,0.0
12,/content/gdrive/MyDrive/cs269/MetaDrive-Tut-Easy-v0/ppo,447,59.134591335552,-0.005952199867580277,1.9463963656853407,9.39931279695951,9.39336059643672,14.776009559631348,3.0823354721069336,1.0011584888666103,260000,1597,12,580.7324712276459,0.03
13,/content/gdrive/MyDrive/cs269/MetaDrive-Tut-Easy-v0/ppo,447,70.96488935498228,-0.003095223540917803,1.8824744229133312,10.003081328440935,9.99998609591753,18.981739044189453,3.1911468505859375,0.999573169916104,280000,1712,13,625.4378981590271,0.07
14,/content/gdrive/MyDrive/cs269/MetaDrive-Tut-Easy-v0/ppo,446,82.34380524865341,-0.0018208304605184075,1.8427773515383403,11.032680982198471,11.03086018317785,22.190876007080078,3.2593023777008057,0.9997121033760218,300000,1824,14,671.239902973175,0.17
15,/content/gdrive/MyDrive/cs269/MetaDrive-Tut-Easy-v0/ppo,447,93.8621430845622,-0.002261981414332508,1.7214858981279226,12.937412059001433,12.935150067011515,33.17118835449219,3.816051959991455,0.9988935910738431,320000,1942,15,715.6394455432892,0.52
16,/content/gdrive/MyDrive/cs269/MetaDrive-Tut-Easy-v0/ppo,447,104.84191261160126,-0.00039580444781444013,1.6653705806304246,12.434095105146751,12.43369929362566,53.5806999206543,3.7691850662231445,1.0003951721466504,340000,2060,16,760.4034912586212,0.75
17,/content/gdrive/MyDrive/cs269/MetaDrive-Tut-Easy-v0/ppo,446,108.82325683998401,-0.0006259994115680456,1.5888346471847632,11.997242954449776,11.996616967519124,93.82276916503906,3.636543035507202,1.001341814414049,360000,2181,17,806.4961395263672,0.86
18,/content/gdrive/MyDrive/cs269/MetaDrive-Tut-Easy-v0/ppo,445,110.2189112533319,0.0016467780710603945,1.4605670513250888,14.592650112738976,14.594296885148072,120.0071029663086,3.2614026069641113,0.9994589540438774,380000,2315,18,852.1639726161957,0.92
19,/content/gdrive/MyDrive/cs269/MetaDrive-Tut-Easy-v0/ppo,445,109.25624794366232,3.817355505023629e-05,1.3685758870381575,17.063291575358463,17.063329735780375,188.59754943847656,2.921293258666992,0.9995637944875619,400000,2456,19,898.1370527744293,0.91
20,/content/gdrive/MyDrive/cs269/MetaDrive-Tut-Easy-v0/ppo,443,111.47619261820734,0.0007288699712938605,1.3111419139764249,16.311249569746163,16.311978458135556,245.75572204589844,2.3667452335357666,1.0001640072999856,420000,2597,20,946.1827526092529,0.95
